0.928798	0.928798	
1.277098	1.277098	
1.799546	1.799546	
2.292971	2.292971	
2.829932	2.829932	
3.337868	3.337868	
3.845805	3.845805	
4.397279	4.397279	
4.977778	4.977778	
5.485714	5.485714	
5.993651	5.993651	
6.545125	6.545125	
7.096599	7.096599	
7.604535	7.604535	
8.141497	8.141497	
8.678458	8.678458	
9.200907	9.200907	
9.781406	9.781406	
10.361905	10.361905	
10.956916	10.956916	
11.479365	11.479365	
12.001814	12.001814	
12.582313	12.582313	
13.119274	13.119274	
13.641723	13.641723	
14.193197	14.193197	
14.744671	14.744671	
15.296145	15.296145	
15.818594	15.818594	
16.384580	16.384580	
16.979592	16.979592	
17.516553	17.516553	
18.082540	18.082540	
18.634014	18.634014	
19.185488	19.185488	
19.736961	19.736961	
20.302948	20.302948	
20.839909	20.839909	
21.362358	21.362358	
21.899320	21.899320	
22.407256	22.407256	
22.973243	22.973243	
23.539229	23.539229	
24.076190	24.076190	
24.627664	24.627664	
25.164626	25.164626	
25.701587	25.701587	
26.238549	26.238549	
26.790023	26.790023	
27.341497	27.341497	
27.907483	27.907483	
28.429932	28.429932	
28.966893	28.966893	
29.518367	29.518367	
30.040816	30.040816	
30.577778	30.577778	
31.143764	31.143764	
31.666213	31.666213	
32.188662	32.188662	
32.711111	32.711111	
33.277098	33.277098	
33.857596	33.857596	
34.409070	34.409070	
34.989569	34.989569	
35.570068	35.570068	
36.150567	36.150567	
36.716553	36.716553	
37.297052	37.297052	
37.892063	37.892063	
38.414512	38.414512	
38.936961	38.936961	
39.488435	39.488435	
40.054422	40.054422	
40.605896	40.605896	
41.171882	41.171882	
41.723356	41.723356	
42.260317	42.260317	
42.797279	42.797279	
43.348753	43.348753	
43.885714	43.885714	
44.509751	44.509751	
45.104762	45.104762	
45.714286	45.714286	
46.265760	46.265760	
46.846259	46.846259	
47.368707	47.368707	
47.905669	47.905669	
48.442630	48.442630	
48.965079	48.965079	
49.458503	49.458503	
50.053515	50.053515	
50.575964	50.575964	
51.185488	51.185488	
51.722449	51.722449	
52.317460	52.317460	
52.868934	52.868934	
53.492971	53.492971	
54.029932	54.029932	
54.668481	54.668481	
55.219955	55.219955	
55.785941	55.785941	
56.322902	56.322902	
56.874376	56.874376	
57.469388	57.469388	
58.020862	58.020862	
58.586848	58.586848	
59.080272	59.080272	
59.646259	59.646259	
60.226757	60.226757	
60.763719	60.763719	
61.329705	61.329705	
61.968254	61.968254	
62.490703	62.490703	
63.027664	63.027664	
63.622676	63.622676	
64.174150	64.174150	
64.769161	64.769161	
65.291610	65.291610	
65.857596	65.857596	
66.380045	66.380045	
66.917007	66.917007	
67.482993	67.482993	
68.019955	68.019955	
68.527891	68.527891	
69.093878	69.093878	
69.659864	69.659864	
70.283900	70.283900	
70.878912	70.878912	
71.401361	71.401361	
71.996372	71.996372	
72.620408	72.620408	
73.186395	73.186395	
73.752381	73.752381	
74.260317	74.260317	
74.811791	74.811791	
75.421315	75.421315	
75.972789	75.972789	
76.509751	76.509751	
77.075737	77.075737	
77.627211	77.627211	
78.178685	78.178685	
78.744671	78.744671	
79.281633	79.281633	
79.876644	79.876644	
80.486168	80.486168	
81.008617	81.008617	
81.618141	81.618141	
82.169615	82.169615	
82.750113	82.750113	
83.272562	83.272562	
83.838549	83.838549	
84.390023	84.390023	
84.999546	84.999546	
85.521995	85.521995	
86.073469	86.073469	
86.639456	86.639456	
87.205442	87.205442	
87.756916	87.756916	
88.366440	88.366440	
88.990476	88.990476	
89.585488	89.585488	
