1.194303	1.194303	
1.615165	1.615165	
2.050539	2.050539	
2.529451	2.529451	
2.993850	2.993850	
3.472761	3.472761	
3.922648	3.922648	
4.401560	4.401560	
4.894984	4.894984	
5.330358	5.330358	
5.765732	5.765732	
6.215619	6.215619	
6.694530	6.694530	
7.144417	7.144417	
7.579791	7.579791	
8.029678	8.029678	
8.523102	8.523102	
9.016526	9.016526	
9.480925	9.480925	
9.974349	9.974349	
10.453260	10.453260	
10.932172	10.932172	
11.411083	11.411083	
11.875483	11.875483	
12.310857	12.310857	
12.775256	12.775256	
13.254167	13.254167	
13.718566	13.718566	
14.182966	14.182966	
14.632852	14.632852	
15.097251	15.097251	
15.532625	15.532625	
16.011537	16.011537	
16.475936	16.475936	
16.940335	16.940335	
17.404734	17.404734	
17.869133	17.869133	
18.348045	18.348045	
18.797931	18.797931	
19.233306	19.233306	
19.712217	19.712217	
20.191129	20.191129	
20.670040	20.670040	
21.134439	21.134439	
21.613351	21.613351	
22.063238	22.063238	
22.571174	22.571174	
23.021061	23.021061	
23.456435	23.456435	
23.964371	23.964371	
24.443283	24.443283	
24.922195	24.922195	
25.415619	25.415619	
25.850993	25.850993	
26.300879	26.300879	
26.750766	26.750766	
27.186140	27.186140	
27.665052	27.665052	
28.114938	28.114938	
28.593850	28.593850	
29.101786	29.101786	
29.595210	29.595210	
30.103147	30.103147	
30.582058	30.582058	
31.075483	31.075483	
31.510857	31.510857	
32.004281	32.004281	
32.483192	32.483192	
32.933079	32.933079	
33.382966	33.382966	
33.861877	33.861877	
34.326276	34.326276	
34.790675	34.790675	
35.240562	35.240562	
35.704961	35.704961	
36.140335	36.140335	
36.633759	36.633759	
37.083646	37.083646	
37.519020	37.519020	
37.983419	37.983419	
38.433306	38.433306	
38.941242	38.941242	
39.391129	39.391129	
39.870040	39.870040	
40.319927	40.319927	
40.784326	40.784326	
41.292263	41.292263	
41.756662	41.756662	
42.235573	42.235573	
42.685460	42.685460	
43.135346	43.135346	
43.614258	43.614258	
44.078657	44.078657	
44.586594	44.586594	
45.050993	45.050993	
