2.263946	2.263946	
2.583220	2.583220	
2.917007	2.917007	
3.250794	3.250794	
3.613605	3.613605	
3.976417	3.976417	
4.295692	4.295692	
4.629478	4.629478	
4.992290	4.992290	
5.340590	5.340590	
5.674376	5.674376	
6.008163	6.008163	
6.356463	6.356463	
6.675737	6.675737	
7.009524	7.009524	
7.343311	7.343311	
7.677098	7.677098	
8.025397	8.025397	
8.388209	8.388209	
8.736508	8.736508	
9.142857	9.142857	
9.520181	9.520181	
9.897506	9.897506	
10.245805	10.245805	
10.666667	10.666667	
10.985941	10.985941	
11.363265	11.363265	
11.682540	11.682540	
12.016327	12.016327	
12.364626	12.364626	
12.712925	12.712925	
13.075737	13.075737	
13.438549	13.438549	
13.801361	13.801361	
14.149660	14.149660	
14.526984	14.526984	
14.904308	14.904308	
15.267120	15.267120	
15.629932	15.629932	
15.963719	15.963719	
16.326531	16.326531	
16.674830	16.674830	
17.023129	17.023129	
17.429478	17.429478	
17.748753	17.748753	
18.126077	18.126077	
18.503401	18.503401	
18.851701	18.851701	
19.214512	19.214512	
19.548299	19.548299	
19.896599	19.896599	
20.230385	20.230385	
20.578685	20.578685	
20.926984	20.926984	
21.289796	21.289796	
21.652608	21.652608	
21.986395	21.986395	
22.334694	22.334694	
22.712018	22.712018	
23.089342	23.089342	
23.452154	23.452154	
23.829478	23.829478	
24.177778	24.177778	
24.540590	24.540590	
24.888889	24.888889	
25.237188	25.237188	
25.600000	25.600000	
25.948299	25.948299	
26.325624	26.325624	
26.717460	26.717460	
27.051247	27.051247	
27.428571	27.428571	
27.762358	27.762358	
28.096145	28.096145	
28.487982	28.487982	
28.850794	28.850794	
29.170068	29.170068	
29.547392	29.547392	
29.895692	29.895692	
30.258503	30.258503	
30.606803	30.606803	
30.955102	30.955102	
31.303401	31.303401	
31.695238	31.695238	
32.043537	32.043537	
32.406349	32.406349	
32.754649	32.754649	
33.102948	33.102948	
33.465760	33.465760	
33.799546	33.799546	
34.176871	34.176871	
34.539683	34.539683	
34.887982	34.887982	
35.250794	35.250794	
35.613605	35.613605	
35.961905	35.961905	
36.310204	36.310204	
36.673016	36.673016	
37.035828	37.035828	
37.384127	37.384127	
37.717914	37.717914	
38.037188	38.037188	
38.429025	38.429025	
38.791837	38.791837	
39.125624	39.125624	
39.459410	39.459410	
39.793197	39.793197	
40.156009	40.156009	
40.547846	40.547846	
40.896145	40.896145	
41.273469	41.273469	
41.636281	41.636281	
41.970068	41.970068	
42.361905	42.361905	
42.739229	42.739229	
43.087528	43.087528	
43.435828	43.435828	
