1.596372	1.596372	
2.278458	2.278458	
3.047619	3.047619	
3.787755	3.787755	
4.556916	4.556916	
5.297052	5.297052	
6.066213	6.066213	
6.777324	6.777324	
7.517460	7.517460	
8.272109	8.272109	
9.012245	9.012245	
9.766893	9.766893	
10.565079	10.565079	
11.334240	11.334240	
12.016327	12.016327	
12.756463	12.756463	
13.540136	13.540136	
14.309297	14.309297	
15.165533	15.165533	
15.905669	15.905669	
16.674830	16.674830	
17.502041	17.502041	
18.227664	18.227664	
19.011338	19.011338	
19.838549	19.838549	
20.578685	20.578685	
21.304308	21.304308	
22.073469	22.073469	
22.828118	22.828118	
23.655329	23.655329	
24.380952	24.380952	
25.135601	25.135601	
25.875737	25.875737	
26.615873	26.615873	
27.399546	27.399546	
28.139683	28.139683	
28.966893	28.966893	
29.721542	29.721542	
30.505215	30.505215	
31.303401	31.303401	
32.058050	32.058050	
32.798186	32.798186	
33.668934	33.668934	
34.496145	34.496145	
35.265306	35.265306	
35.990930	35.990930	
36.818141	36.818141	
37.587302	37.587302	
38.327438	38.327438	
39.111111	39.111111	
39.909297	39.909297	
40.692971	40.692971	
41.433107	41.433107	
42.187755	42.187755	
42.956916	42.956916	
43.755102	43.755102	
44.538776	44.538776	
45.235374	45.235374	
46.019048	46.019048	
46.759184	46.759184	
47.499320	47.499320	
48.239456	48.239456	
49.008617	49.008617	
49.748753	49.748753	
50.517914	50.517914	
51.301587	51.301587	
52.070748	52.070748	
52.839909	52.839909	
